GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	GO ASPECT	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A096QB26	ZEAMMB73_Zm00001d013184	is_active_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN001626146|TAIR:locus:2115110	4577	GO_Central		C
UniProtKB	A0A096QRW1	ZEAMMB73_Zm00001d021784	is_active_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000493687|TAIR:locus:2042148|TAIR:locus:2044988|TAIR:locus:2089139|TAIR:locus:2162540	4577	GO_Central		C
UniProtKB	A0A096QRW1	ZEAMMB73_Zm00001d021784	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0058	4577	UniProt		C
UniProtKB	A0A096QRW1	ZEAMMB73_Zm00001d021784	part_of	GO:0009522	photosystem I	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0603	4577	UniProt		C
UniProtKB	A0A096QRW1	ZEAMMB73_Zm00001d021784	part_of	GO:0009523	photosystem II	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0604	4577	UniProt		C
UniProtKB	A0A096RAV0	103625835	part_of	GO:0009522	photosystem I	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003666|InterPro:IPR036577	4577	InterPro		C
UniProtKB	A0A096RAV0	103625835	part_of	GO:0009522	photosystem I	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0603	4577	UniProt		C
UniProtKB	A0A096RAV0	103625835	part_of	GO:0009538	photosystem I reaction center	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003666|InterPro:IPR036577	4577	InterPro		C
UniProtKB	A0A096RAV0	103625835	part_of	GO:0009538	photosystem I reaction center	P	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001591760	4577	UniProt		C
UniProtKB	A0A096RWW7	100273427	is_active_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN008578393|TAIR:locus:2082767	4577	GO_Central		C
UniProtKB	A0A096RWW7	100273427	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0058	4577	UniProt		C
UniProtKB	A0A096RWW7	100273427	part_of	GO:0009522	photosystem I	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0603	4577	UniProt		C
UniProtKB	A0A096RWW7	100273427	part_of	GO:0009523	photosystem II	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0604	4577	UniProt		C
UniProtKB	A0A096S5M0	ZEAMMB73_Zm00001d028201	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0058	4577	UniProt		C
UniProtKB	A0A097PRJ0	A0A097PRJ0	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O82279|araport11:AT2G31040.1	4577	EnsemblPlants		C
UniProtKB	A0A1D6DUN9	ZEAMMB73_Zm00001d001939	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q42545|araport11:AT5G55280.1	4577	EnsemblPlants		C
UniProtKB	A0A1D6DUP2	ZEAMMB73_Zm00001d001939	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q42545|araport11:AT5G55280.1	4577	EnsemblPlants		C
UniProtKB	A0A1D6DUP3	ZEAMMB73_Zm00001d001939	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q42545|araport11:AT5G55280.1	4577	EnsemblPlants		C
UniProtKB	A0A1D6DWY7	ZEAMMB73_Zm00001d002131	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9SJ02|araport11:AT2G21970.1	4577	EnsemblPlants		C
UniProtKB	A0A1D6E5W5	103646199	part_of	GO:0009523	photosystem II	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008797	4577	InterPro		C
UniProtKB	A0A1D6E5W5	103646199	part_of	GO:0009654	photosystem II oxygen evolving complex	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008797	4577	InterPro		C
UniProtKB	A0A1D6E5W7	ZEAMMB73_Zm00001d002996	part_of	GO:0009523	photosystem II	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008797	4577	InterPro		C
UniProtKB	A0A1D6E5W7	ZEAMMB73_Zm00001d002996	part_of	GO:0009654	photosystem II oxygen evolving complex	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008797	4577	InterPro		C
UniProtKB	A0A1D6ECA9	ZEAMMB73_Zm00001d003913	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0058	4577	UniProt		C
UniProtKB	A0A1D6EN30	ZEAMMB73_Zm00001d005458	part_of	GO:0098807	chloroplast thylakoid membrane protein complex	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000454086|UniProtKB:P41344|UniProtKB:Q6ZFJ3	4577	GO_Central		C
UniProtKB	A0A1D6EVV4	ZEAMMB73_Zm00001d006398	is_active_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN001159522|TAIR:locus:2094882	4577	GO_Central		C
UniProtKB	A0A1D6EVV9	ZEAMMB73_Zm00001d006401	located_in	GO:0042651	thylakoid membrane	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002325	4577	InterPro		C
UniProtKB	A0A1D6EVW0	ZEAMMB73_Zm00001d006402	part_of	GO:0009522	photosystem I	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003359	4577	InterPro		C
UniProtKB	A0A1D6EW15	ZEAMMB73_Zm00001d006416	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040340	4577	InterPro		C
UniProtKB	A0A1D6EWW7	ZEAMMB73_Zm00001d006475	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0058	4577	UniProt		C
UniProtKB	A0A1D6EXF8	ZEAMMB73_Zm00001d006523	located_in	GO:0042651	thylakoid membrane	P	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8VZ10|araport11:AT1G56500.1	4577	EnsemblPlants		C
UniProtKB	A0A1D6EXK9	ZEAMMB73_Zm00001d006540	part_of	GO:0009523	photosystem II	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008797	4577	InterPro		C
UniProtKB	A0A1D6EXK9	ZEAMMB73_Zm00001d006540	part_of	GO:0009523	photosystem II	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0604	4577	UniProt		C
UniProtKB	A0A1D6EXK9	ZEAMMB73_Zm00001d006540	part_of	GO:0009654	photosystem II oxygen evolving complex	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008797	4577	InterPro		C
UniProtKB	A0A1D6EY41	ZEAMMB73_Zm00001d006592	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0058	4577	UniProt		C
UniProtKB	A0A1D6EY41	ZEAMMB73_Zm00001d006592	part_of	GO:0009522	photosystem I	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0603	4577	UniProt		C
UniProtKB	A0A1D6EY41	ZEAMMB73_Zm00001d006592	part_of	GO:0009523	photosystem II	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0604	4577	UniProt		C
UniProtKB	A0A1D6EZH7	ZEAMMB73_Zm00001d006663	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0058	4577	UniProt		C
UniProtKB	A0A1D6EZH7	ZEAMMB73_Zm00001d006663	part_of	GO:0009522	photosystem I	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0603	4577	UniProt		C
UniProtKB	A0A1D6EZH7	ZEAMMB73_Zm00001d006663	part_of	GO:0009523	photosystem II	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0604	4577	UniProt		C
UniProtKB	A0A1D6F553	ZEAMMB73_Zm00001d007267	located_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0058	4577	UniProt		C
UniProtKB	A0A1D6F553	ZEAMMB73_Zm00001d007267	part_of	GO:0009522	photosystem I	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0603	4577	UniProt		C
UniProtKB	A0A1D6F553	ZEAMMB73_Zm00001d007267	part_of	GO:0009523	photosystem II	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0604	4577	UniProt		C
UniProtKB	A0A1D6F971	100285817	is_active_in	GO:0009535	chloroplast thylakoid membrane	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN008351584|TAIR:locus:2008996|TAIR:locus:2094354|TAIR:locus:2124236|TAIR:locus:2129296|TAIR:locus:2130085|TAIR:locus:2151972|TAIR:locus:2185193	4577	GO_Central		C
UniProtKB	A0A1D6F9C2	107648855	part_of	GO:0009523	photosystem II	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002683	4577	InterPro		C
