GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A088BVM4	rbcL	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	39947	UniProt		P
UniProtKB	A0A088BVM4	rbcL	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	A0A0K0LQK0	psbI	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003686|InterPro:IPR037271	39947	InterPro		P
UniProtKB	A0A0K0LQK0	psbI	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	39947	UniProt		P
UniProtKB	A0A0K0LQK0	psbI	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000101751	39947	UniProt		P
UniProtKB	A0A0K0LQK3	petN	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	39947	UniProt		P
UniProtKB	A0A0K0LQM5	psbJ	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002682|InterPro:IPR037267	39947	InterPro		P
UniProtKB	A0A0K0LQM5	psbJ	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	39947	UniProt		P
UniProtKB	A0A0K0LQM5	psbJ	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000068706	39947	UniProt		P
UniProtKB	A0A0K0LQU5	OSJNBa0022A24.64	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003687|InterPro:IPR037270	39947	InterPro		P
UniProtKB	A0A0K0LQU5	OSJNBa0022A24.64	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	39947	UniProt		P
UniProtKB	A0A0K0LQV1	Os04g0236400	involved_in	GO:0009772	photosynthetic electron transport in photosystem II	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000484|InterPro:IPR036854	39947	InterPro		P
UniProtKB	A0A0K0LQV1	Os04g0236400	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	39947	UniProt		P
UniProtKB	A0A0K0LQV1	Os04g0236400	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000484|InterPro:IPR036854	39947	InterPro		P
UniProtKB	A0A0K0LQW7	OSJNBa0068N01.5	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001280|InterPro:IPR006243	39947	InterPro		P
UniProtKB	A0A0K0LQW7	OSJNBa0068N01.5	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	39947	UniProt		P
UniProtKB	A0A0K0LQW8	rbcL	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	39947	UniProt		P
